"('P0', 'id')","('P1_b ', 'Genero')","('P2_f ', 'Cargo Atual')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')"
10e2hm1phj9fnex6h41o10e2hm1g31wu,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Pós-graduação,Ciências Sociais
10xdbt4r9gktvzbqrmwd10xdbt4wled2,Masculino,Cientista de Dados/Data Scientist,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
116s5nak5kqnsbwcdk116s5nkb74bm0z,Masculino,Analista de Dados/Data Analyst,de 5 a 6 anos,Pós-graduação,Outras Engenharias
1198xepjqbuirv11fxa1r1z580rjapef,Feminino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
11spvbrxdvg5xs6ed5270011spvbtlhr,Masculino,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
11udubqs3zeo7tn4w1j11udubnwdqfzb,Masculino,Outras Engenharias (não inclui dev),de 3 a 4 anos,Mestrado,Outras Engenharias
11xquwcmiftv3nll3vgfo11xqur6q9bl,Masculino,Outras Engenharias (não inclui dev),Não tenho experiência na área de dados,Mestrado,Outras Engenharias
126yz6b1bsew48gpk5126yz6biautykg,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Não tenho graduação formal,
12jswjlwmvnidm7812jspqw3wds7xk28,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
12q6hrvkx5qek0bx3t12q6hkcu93gdcu,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
12zfxl4ggmd69z6uhift12zfxl4yuxrq,Masculino,Analista de Negócios/Business Analyst,de 3 a 4 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
139a9b9k3i4qexcsz139a9b9gqnrhjjm,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
13b86zuxsf6u17ssqxhp13b86z05aoz8,Masculino,Analista de Suporte/Analista Técnico,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
13zpaoxakvy6cslxkzk13zpc3o00g0w9,Feminino,Analista de Negócios/Business Analyst,de 1 a 2 anos,Pós-graduação,Outras Engenharias
13zxa6szv61zft5wcf13zxa6szx094cx,Feminino,,,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
143kovv42rj143ko4i6qxokr97wxxq8w,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
149vacrvzcpxtsjj1aj8v2ti149vacrv,Masculino,Outra Opção,Menos de 1 ano,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios
14o1sjfwr21125mb39v14o1sj5gipig0,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Pós-graduação,Outra opção
14o6uo0ipq94b25714ocmfj81uo5bx13,Masculino,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
14taj3sil040z409ab14taj18aqwflw2,Feminino,Analista de Inteligência de Mercado/Market Intelligence,de 1 a 2 anos,Pós-graduação,Outras Engenharias
150n2wvf0ynssn3lolep150n2wvfwppi,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
15sf3jss4mcvp8pywzv515sf3j2ew5jk,Masculino,,de 7 a 10 anos,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
15sjomi7artoobet15sj5jeffud0ra0y,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Pós-graduação,Outras Engenharias
16ds4kue2s2iwqamfxqv16ds4ue32z6b,Feminino,Analista de BI/BI Analyst,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
16et36uiixwl5v0z16et36f5mptrhire,Masculino,Outra Opção,Menos de 1 ano,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
16k8mm4wf6mb50th15gc516k8mmguko6,Masculino,Analista de Dados/Data Analyst,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
16l76zisslhjs0716l76zpv3tyj52d37,Feminino,Analista de Negócios/Business Analyst,de 3 a 4 anos,Mestrado,Outras Engenharias
16mgsdgqtqu1o0pn16mgsq6e4jm92ez6,Feminino,Analista de Dados/Data Analyst,Mais de 10 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
16wdanesw1yq8w2u16wda283yt4f4omf,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
16wryqj46013oggwjv19x16wryqet4c6,Masculino,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de 7 a 10 anos,Graduação/Bacharelado,Outras Engenharias
17n1wbcm7qvd90xv217n1wvqxseyngeo,Masculino,Outra Opção,Não tenho experiência na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
17umw4ljr40d31fhz5bg717umj1n0e6x,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
180i6uzbqcoyxcwz180i6uoxfasuuhyy,Masculino,Analista de Negócios/Business Analyst,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
184i99d8ozm0xjbaccur184i99dsgue6,Masculino,,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
18b3my90jdti4tgr18b3my9xgz9hbjqc,Masculino,Analytics Engineer,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
18o6p3cbidf2joqwcv7218o6p3ah4k0h,Masculino,Analista de Dados/Data Analyst,de 7 a 10 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
18xp1g9xmd9umdi2z18x4rut1864ze7r,Feminino,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
19713jevp4e9y719713upwbacxfgroxc,Masculino,Analista de BI/BI Analyst,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
19ney6nnqmjyf6d19nf9jmw3vq2hc8nf,Feminino,Analista de Negócios/Business Analyst,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1a1yogk12t463rcus1a1yw5n0jmjlym4,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1afpal0496ft891afi9wkyn4lihfcrhi,Masculino,,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1afqe921s4n6eh561afqetzmpd7et4jw,Masculino,Analista de Suporte/Analista Técnico,Mais de 10 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1atilfmpb11xrzj8s341atiwrkhv7ftp,Feminino,Analista de Negócios/Business Analyst,de 3 a 4 anos,Pós-graduação,Outras Engenharias
1awxzymi8qib41awxw4zm1g4ikoqvuvv,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Pós-graduação,Outras Engenharias
1b10wnsk3b20va1m851b10wadgie37ov,Feminino,,,Doutorado ou Phd,Química / Física
1b53o5zcvhb61i1b53o5jipgdvps94bu,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1bd2w0vsb6r6p1bd2m6yf2mmigwe6z7u,Masculino,,Mais de 10 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1bdfikm5d76v1bdfip6z9r5uy4s2i8gt,Masculino,Analista de Suporte/Analista Técnico,Não tenho experiência na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1bqcdxwosk2448kwf1bqcdxwoqdlcobj,Masculino,Analista de Dados/Data Analyst,de 7 a 10 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1bqq4pgskpve20qx61bqq9nc6jsw8368,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Pós-graduação,Outras Engenharias
1bsfbpqm5bciwmwgnmmr1bsf8uriv0kv,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1c0x0ogcdheqqto2a1c0xyvyswdbifti,Feminino,Analista de Dados/Data Analyst,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1c56ua7ymuynqpr1c5zdap8g6wqbln93,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Estudante de Graduação,Outras Engenharias
1c78wjlqt11tx0di751c78wxk3k353co,Feminino,,de 1 a 2 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1cefkbevzlncl4o0a1z1cefkbr4yziq5,Masculino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1cil9ui4oqqxbqyf8m1cil9yrs2faa0d,Masculino,,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1cjkgi9jv6i12fgn1f71cjkgi9uff76z,Feminino,Analista de Dados/Data Analyst,de 4 a 6 anos,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios
1cvdowb6yipk7a1cvdojvmnkjlhtfebp,Masculino,,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1dj9jqkit77mgg2xpj1dj97iwg1vlgdb,Masculino,Outra Opção,de 1 a 2 anos,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
1ejjjwcch2gjr521ejjl8caxiklpk60r,Masculino,Analista de Dados/Data Analyst,Menos de 1 ano,Estudante de Graduação,Outras Engenharias
1eo61abl73ghvnkmj00y1eo61hon5rta,Feminino,Analista de BI/BI Analyst,de 5 a 6 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1exwsodnxyudw0ym67h2111exwsodn7z,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1ez0klrrhcs30in3zu1ez0kl9deqwilh,Masculino,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1fksk09n0tu0l6h8yl4h1fksk095xb1b,Masculino,Outra Opção,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1fsoff7bwgy2alhegs1fsoaktr45kqe4,Masculino,Cientista de Dados/Data Scientist,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1ftlcrww87ofagr5xu1ftlmm51jbd1ek,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1fz1hczj0y3p6akj1fz1e4ouef72j0ip,Feminino,,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1gbxnr87nrmzir1gb1naobr2o4v0yeuc,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1go9wuzo7jjcd11go9l27u0g2d4sn0ba,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1gyuand5och71g7fyp7tzfyxt4k511vw,Masculino,,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1hdrb5ttn4dfnqzn1hdrbru8ycclp31s,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1hjllifyz30bty9ifyzxau1hjllifyaz,Masculino,,Mais de 10 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
1hk8n3npn6u33nvk971hk8n3c565bmwf,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 4 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1hpefgywviw2i1k51hpefgyp1naqo4yj,Masculino,,,Não tenho graduação formal,
1hy19fbspo2n1hy1od9uxdgq4744p5b2,Masculino,,,Doutorado ou Phd,Química / Física
1in3i7hatwxjuecc1in3u1cqzryytfow,Masculino,Analista de Negócios/Business Analyst,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1ixweauzga7lmtgvwrg2gr1ixwq7wrj7,Masculino,Outra Opção,de 3 a 4 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1j2b248m9vanhbnw1331j2b2jtavuq2v,Masculino,Analista de Dados/Data Analyst,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1jamvzms8xcx8fm9n1jamvznsxd154w7,Masculino,,de 3 a 4 anos,Pós-graduação,Outras Engenharias
1jjv75o1mhc275hjj1jjv75tc4zv4aqn,Masculino,Analista de BI/BI Analyst,Menos de 1 ano,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
1juqnnq8w5g1juq25h20elmadyv519wl,Masculino,Cientista de Dados/Data Scientist,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1jxrb8ef5dgwk671jxrb8ef4i0szuq6x,Feminino,Analista de Negócios/Business Analyst,de 3 a 4 anos,Pós-graduação,Outras Engenharias
1jy36lr1prftdq0l8ifh1jy36j18th0b,Feminino,Analista de Dados/Data Analyst,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1k16swpfwk5n98lsl1k16s83ns3t57cm,Masculino,Analista de Dados/Data Analyst,de 4 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1k514djqv04g91bn6yb1k514dm45saug,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1kao3kwijojmie1kao3kyw938oh6794o,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1kcmfwvhhzusgajn2zr1kcmfwv9cmtu2,Masculino,Outra Opção,de 1 a 2 anos,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1khu5zghbxlzs41enjf1khu5zlt6q3z4,Feminino,Analista de Inteligência de Mercado/Market Intelligence,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1kjbcctset02lzji9b6v1kjbcq2c4rcf,Masculino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Mestrado,Outras Engenharias
1kuwp2b3gibtwbbg41a1kuoqpsvft9l9,Masculino,Cientista de Dados/Data Scientist,de 4 a 6 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1kzvnze4z6503kbeq1kzo5p8zb20muq7,Masculino,,de 5 a 6 anos,Pós-graduação,Outras Engenharias
1l546sl2qyr21wm8jjh2hd1l546smwar,Masculino,,,Não tenho graduação formal,
1mjwa49a3mvroi8p1mjwgxumf37stfvg,Masculino,,de 3 a 4 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1mu7g1p2w1gbvjk1muha0e6nruburfor,Feminino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Não tenho experiência na área de dados,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1mz9sw1dltmei77j0i1mtkz0oghyuaa1,Feminino,Cientista de Dados/Data Scientist,Mais de 10 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1n3ts0dsvfhbzzp1n3s7r3bya0sv050k,Masculino,,de 7 a 10 anos,Pós-graduação,Outras Engenharias
1nbi1gijbln24ntm1nbi19wkxnp2z7y8,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1ncfgwpi2xfllzxmye4u8ta71ncfgw18,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1nmrjqcdg2rk07d4ucbaz1nmrjqcdxu1,Feminino,,de 1 a 2 anos,Pós-graduação,Ciências Sociais
1o4zdyda1ud5g2xdkczn1o4zdydqxqo8,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1o96jf7dan00vd69m1o9nychssyktrmj,Feminino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de 1 a 2 anos,Doutorado ou Phd,Outras Engenharias
1oe4tm9lig95nxa1oecz9yzg37ygtm98,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Graduação/Bacharelado,Outra opção
1ogf8n4avyhrbrhg8e1ogf8n4cbbbz0x,Masculino,,de 4 a 6 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1opopzw3qk4cs221opopzykxayt5rybh,Masculino,,Mais de 10 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
1otlcdg1x913smcve7s41otlcdozbmfe,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1ov8v6439it6tfn6c71ov8v64vfmt78h,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Pós-graduação,Ciências Sociais
1oxkwd8njvomlv7es1oxkwrkppfrbpw1,Masculino,,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias
1p3bp5w871n1p342djoevd5p3pp8lqq5,Masculino,Analista de Negócios/Business Analyst,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1p665pu04mcxhajkr1p66935r9bmijl5,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1pfaacuejf5x81pajv9shsciur46l5rv,Masculino,Estatístico,Não tenho experiência na área de dados,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1pi0xbzfk7ftd19122yg1pi0xb9pq856,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1pp6xvbufvhsom5vzl31pp6xvq4p1jnu,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1pzbrkrlc1wyaipjm1pzbrkrt5qlxyhy,Masculino,Outra Opção,Não tenho experiência na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1q4kta9wksua5f9lp6ms1q4kta1dw4t8,Masculino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias
1qfmx17eszstg2dn741qfmtkechwvnja,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Pós-graduação,Outras Engenharias
1rgah0yqmoh6y9km1rga5j5guxd7hzuf,Feminino,Analista de Dados/Data Analyst,de 1 a 2 anos,Mestrado,Outras Engenharias
1rw5ornqpc716ikkr2br11rw5ornh43e,Masculino,Analista de Dados/Data Analyst,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1s1lyz6kdu1ukc41s18fml0xicbrc9l0,Masculino,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1s4bfgk6oa1a24xwu0o63s9ab1s4bfgk,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
1scauwwcbcm7e2hybl1scauwwpdyl1q8,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 7 a 10 anos,Graduação/Bacharelado,Ciências Sociais
1sql14ykwoqnrqb1sqjxtaw96mma6ejx,Masculino,Cientista de Dados/Data Scientist,de 7 a 10 anos,Doutorado ou Phd,Outra opção
1st95j5f3dayu2z7vcgq1s1st95joecs,Masculino,Analista de Negócios/Business Analyst,de 5 a 6 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1sv9f4m6qjuiz1z4a6941sv9f62nckws,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Graduação/Bacharelado,Outra opção
1synl4koqv7nw9jp9xj1e1synl4koz1e,Masculino,,Mais de 10 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1t29wucp9kxqccl1hho82ik9h8tjmhi9,Feminino,Outra Opção,de 4 a 6 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1tbjeqyxcb8in9aoofm1tbjeqe7qhjsl,Masculino,Outra Opção,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1tdjws9xptef31tdm1d1kxhnf46wweze,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
