"('P0', 'id')","('P1_b ', 'Genero')","('P1_f_1', 'Quantidade de oportunidades de emprego/vagas recebidas')","('P1_i ', 'Estado onde mora')","('P2_f ', 'Cargo Atual')"
iip9gtso8iggorhiip9l9zi9926qe101,Masculino,,São Paulo (SP),
ijezxtxgvtlw46tijrexq7bjzs72iwrx,Feminino,,São Paulo (SP),
ijjdb5vbutx8c6ijheqa9i3n1xiwqe6h,Masculino,,Paraná (PR),Outra Opção
ijqygc92kacbyue1opwjxijqso2bs5y4,Feminino,0.0,São Paulo (SP),Analista de Dados/Data Analyst
ijung0gxoaw97vypnijung6fb3z6m3kh,Feminino,1.0,São Paulo (SP),Analista de BI/BI Analyst
iki83dv7bss3wjo63ikijakon68y31ru,Feminino,,Minas Gerais (MG),Analista de BI/BI Analyst
ikjjrptd3jo2fog9axnjqvg5ikjjrptq,Masculino,,Rio de Janeiro (RJ),Outra Opção
iklnoo2536lcp78iklnoop556epypaw0,Masculino,,São Paulo (SP),Analista de Negócios/Business Analyst
iknrvhncaziknre9hj4h7c53dr2vdzpe,Feminino,0.0,São Paulo (SP),Analista de Dados/Data Analyst
iko50glfsev7xzx2tt35gqiko50g3e68,Masculino,,São Paulo (SP),Analista de Negócios/Business Analyst
ikwexi4r919uasy6kjibflnikwexistq,Masculino,,Bahia (BA),Cientista de Dados/Data Scientist
il5ztyxpcrtvlnw3il5ztqmjsbkcfs45,Masculino,,São Paulo (SP),
il7cqlfbnevws6plil7sil9ejt54eh2m,Masculino,,Minas Gerais (MG),
iles6euh11h0bf9u33t1h2piles6euqk,Masculino,,São Paulo (SP),
illfwsvfw1otvp2iqfillfwa2pxfzwbg,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
iloik0hx3ygu2bqgd90iloiks4sheuhw,Feminino,0.0,Ceará (CE),
ilxpfevxpupckc97530ynilxpfevf0bx,Masculino,,São Paulo (SP),
im5l7sfyd26lmwyz7mnim5l7viznlf51,Masculino,,Rio Grande do Sul (RS),Analista de Dados/Data Analyst
imokdx94y5gv5xn9sgvzhimokmwr3h1g,Masculino,,Rio de Janeiro (RJ),Outra Opção
in27tiqnxaw2sfkpeo24di1in27t3210,Feminino,,São Paulo (SP),
in3oayedu8b34fartin3oml22xdfywj0,Masculino,,Espírito Santo (ES),Cientista de Dados/Data Scientist
in4o54ndpkcoyin4o59oqynm7npbtxaw,Feminino,0.0,,
inan9ehdtinank6rxm6knii1bmxlijak,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
ink13wzewrho9gzinkwaivdw384lxyww,Masculino,,Santa Catarina (SC),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
inl19eyjmr7vyvinl1xyxoo2ynrqyt1g,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
inw39uf9kihccpcinw39hyjdboegxsd4,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
inxf8fcn5tkoblx8o7inxfize19wvj93,Feminino,0.0,São Paulo (SP),Analista de BI/BI Analyst
io11ymzzxa4tqtmgwhdjiio11yaxa818,Masculino,,São Paulo (SP),
io4dkdsq5846b0f0uio4dklv55irps4s,Masculino,,Rio de Janeiro (RJ),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
ioamdc9zhy0ipxjn6bcioamj5g5dg0g4,Masculino,,Paraíba (PB),Analista de Negócios/Business Analyst
iosdqdibo1vxsi1jfiosdqgqww41n0ly,Masculino,1.0,São Paulo (SP),Analista de Dados/Data Analyst
ipayuygt0ir24cpjrc3hpeipayuygt0n,Masculino,,São Paulo (SP),
ipb8lr5dslq9aqkpkypipb8lr3m9nyl2,Masculino,,São Paulo (SP),Analytics Engineer
ipfbbdly2m3t3nahtm71sipfbbssp9x8,Feminino,0.0,Santa Catarina (SC),Analytics Engineer
ipiof642f5od5idrjgipisqvmmpwrvs9,Masculino,,Ceará (CE),Outra Opção
ipxgalmdgtqcroipxgtb113ov95h2m31,Masculino,,Goiás (GO),
iq2fyvql8jpm4zw9oiq2fy8rtosu648o,Masculino,,Rio Grande do Sul (RS),Analista de Dados/Data Analyst
iq5t8872yq863skhor66dviq5t89apq1,Masculino,,Distrito Federal (DF),Analista de Dados/Data Analyst
iq6q03okspuzpjdahpys7iq6q03ci92z,Masculino,0.0,São Paulo (SP),
ir3nrihfwbukol3no59irl0he238wvog,Masculino,,Paraná (PR),Analista de BI/BI Analyst
irkpetzza1a0fc6u45irkpe22gwdc5hb,Masculino,,Maranhão (MA),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
is2aljjld687dqp7iajhis2aljrluw7c,Masculino,,Pará (PA),Cientista de Dados/Data Scientist
isgr5n86m6rbnhgisgr5n4ocxqqspnt2,Feminino,,Distrito Federal (DF),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
it021gldrpmg64znlyfit02169094sri,Masculino,,Distrito Federal (DF),
it5pyz1i9xpk9jraait5pyzquxlyuw0d,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
it7u5wu5u865tby5sgit7utfd24gsov5,Masculino,,Santa Catarina (SC),
itrbxsl99ii8tw023itr3lwyh9qxfzhz,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
iu3rsdwvh4tz77wiu39cevwbu8sc8vu9,Masculino,,São Paulo (SP),
iu8meyh7nonfslytwiu8meynhx7660hz,Masculino,,Rio Grande do Sul (RS),
iv5rj8k613gul8clvoiv5rj8krdavgil,Masculino,,Paraná (PR),Cientista de Dados/Data Scientist
ivdg9r4xg08xkke5pivdg9l5tqdioei9,Masculino,,São Paulo (SP),
iw11fivjqjs8h3xi5iipiw11f06j50uk,Feminino,,Santa Catarina (SC),Analista de BI/BI Analyst
iw37mrewpu8kq17iw37mrxq4yh367kca,Masculino,,Rio de Janeiro (RJ),Analista de Dados/Data Analyst
ix8qooopjv9zcvfw768ix8qqphbimofa,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
ixbs57f4m1mak6ixbs1hm6i883lf3jl0,Feminino,,São Paulo (SP),Analista de Negócios/Business Analyst
iy8y99x8w7eiy8ytui2vdng8h97xd3jp,Masculino,1.0,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
iya83nzppjmnacgiya8hmxozqfq3a23p,Masculino,,Rio Grande do Sul (RS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
iydkqtuio3mu61ikqiydkqtulujsp09u,Feminino,,São Paulo (SP),Outra Opção
iyf2fvr74z7wycio4vh9btiyf2fvrd7u,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
iyhfqkg5lclk097q10iyhfq6qtp3pzx5,Masculino,,Rio de Janeiro (RJ),Analista de BI/BI Analyst
iypgpoxd3j4v7w6eliyp5z3k0hccjf5s,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
iyud7fhqekpp4b33jiiyud7phyjojl9z,Masculino,,Rio Grande do Sul (RS),Analista de Dados/Data Analyst
iywwzudgjrhxz92fo3oiywwzuolqk2i3,Feminino,0.0,Rio de Janeiro (RJ),
iz6bauh5fxzul9l1miz6bad863b7l96p,Feminino,0.0,São Paulo (SP),Cientista de Dados/Data Scientist
izoyr5nmefizos66s94jsigldrizvr51,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
izs4hn0uhay2x3nqizs42l0mfq4m3j0x,Feminino,,São Paulo (SP),Analista de Dados/Data Analyst
j0f6ghqmoii4gvgzgq50mk8mj0f6ghq8,Masculino,,Minas Gerais (MG),Cientista de Dados/Data Scientist
j0n3ygktnvosslcj6jdx9b0up6ito1me,Feminino,1.0,Bahia (BA),Analista de Inteligência de Mercado/Market Intelligence
j1d7k483vfmjcvxys8ixr2j1d7k48v86,Feminino,1.0,São Paulo (SP),
j1l4qfl4lxlojavv4yj1l4qfu0nc2dmx,Feminino,,São Paulo (SP),Analista de BI/BI Analyst
j1xhelk8nzsn95bpj1xhe1kq4xhhqy1w,Feminino,,Rio Grande do Sul (RS),Analista de BI/BI Analyst
j1yhqw31lz7jbrm6yu6j1yq3gebiy8dj,Feminino,,São Paulo (SP),Analista de Dados/Data Analyst
j2c3jsrqbr1ex95oroqwj2c3jokypyht,Masculino,,Mato Grosso (MT),
j2rk5x01dm0w9jjxj2rk5wm9jy7cpguv,Masculino,,Rio de Janeiro (RJ),
j2tfktcajludf7rj2tfkk4vuzrd8cbnp,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
j34gdx5521gse4fjdj34gdxc441vtnmb,Masculino,,Alagoas (AL),
j3vgh5lvnrb7qhii9j3vgh5l3lbtkejh,Masculino,,Minas Gerais (MG),Cientista de Dados/Data Scientist
j4aitjrqmshlll1laj4uyncnbbzhrpuw,Masculino,1.0,Bahia (BA),
j4i41fsqofxrc7cob3worj4i41foqyb0,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
j51eubc5zg551662k2zhj51eubrpj94k,Masculino,,Ceará (CE),Engenheiro de Machine Learning/ML Engineer/AI Engineer
j54a8gt8q8ax98bxc258zxj54a8gvlmb,Feminino,,São Paulo (SP),Analista de Dados/Data Analyst
j5b44xtf6nj7d8j5b44xw4q54z2x056q,Masculino,,Minas Gerais (MG),Cientista de Dados/Data Scientist
j5cjsz7mt8wvcsj5ccf9g2i4woer251n,Masculino,,Minas Gerais (MG),Analista de Dados/Data Analyst
j5kvh32j8w4zap588ij5kk2c6uuowypf,Masculino,,Minas Gerais (MG),Analista de Negócios/Business Analyst
j5nzl7ykjq5ptj5nhvgf8jtyxqwjv33r,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
j5pv4o1m7g1dqmiobqm4j5pvkpdnql9b,Masculino,,Piauí (PI),Analista de Suporte/Analista Técnico
j613nuzl0sqm8mrzg2z18uj613n2y9y7,Masculino,,Minas Gerais (MG),Analista de Negócios/Business Analyst
j6187vjobr9qg986fj618goui5twddpn,Feminino,,Rio de Janeiro (RJ),
j6wu96laenfcetbdctj6wu9zggyvoo2a,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
j71qlm29lbwmwj71qume9nmjh7znyw1x,Masculino,,Rio de Janeiro (RJ),Analista de Dados/Data Analyst
j75aorlnoip87c2tj7rco8lkhr6fcqs7,Masculino,0.0,Rio de Janeiro (RJ),Analista de Dados/Data Analyst
j7ammxztk2n8qlffj7amq4db6fxg5c9j,Masculino,,Paraná (PR),Analista de BI/BI Analyst
j7pcimgoa99c7e5qvwdj7pcit742j4du,Masculino,,Bahia (BA),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
j7ujcci8nfko5zgvej7ujczq24apt5ne,Masculino,,Rio de Janeiro (RJ),Analista de Negócios/Business Analyst
j8a9yromy081yfb4u2uj8a9ihejxrzd5,Masculino,,Santa Catarina (SC),Analista de Dados/Data Analyst
j8cidu4sdw3dtx8k72ttpj8cidu4ck1x,Masculino,,Rio Grande do Sul (RS),Cientista de Dados/Data Scientist
j8fq51qmy7w84ej8fb48iofcgo9gu1bq,Masculino,0.0,Paraná (PR),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
j8gwp859uljq0hubuqj8gwp8vc4pj9ye,Feminino,0.0,São Paulo (SP),Outra Opção
j95043g82ieygzhgej95023bungtbvbh,Masculino,,Paraíba (PB),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
ja0kt84jllpmn3sb1rmb8fja0kt84jlq,Masculino,,Pernambuco (PE),
jakfzzb3fjgox6cqcwh5krjakfzzvmfo,Masculino,,Paraíba (PB),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jb6kkt0f6vtpplplaynjb6kk5kkhmge8,Feminino,,São Paulo (SP),Outra Opção
jb8w9645q5bu75strjb8w96462vx1oc7,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
jbl57wlyfzw006aplpsjbl5jgnh2nv1x,Masculino,,Santa Catarina (SC),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jbsc59kxcg2zpv0d3jbsc59bzjyjz0fv,Masculino,1.0,São Paulo (SP),
jccugoor6eot22e7svjccugo57enwsbh,Masculino,,Santa Catarina (SC),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jciipbjxab1uiotqj3jciq9b85ygdr6g,Masculino,,São Paulo (SP),
jd3zcp5tmurp65jd3zze1bicfjqdh3uv,Masculino,,São Paulo (SP),
jdd8ybvf5fag4navml4jdd8ybvspkhdj,Masculino,,Mato Grosso do Sul (MS),Outra Opção
jdyeft8n5595ift7jdyefcccqg2ul62s,Masculino,,Pernambuco (PE),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jeoc0r2lvevjtg7jeo18ndpahsgq18v9,Masculino,,Paraná (PR),Analista de Dados/Data Analyst
jepr38bgwapi9z0u5jepr38zakew0hae,Masculino,,,Analista de Dados/Data Analyst
jerbjhn964381op7on3ujkjerbjh15pk,Masculino,,Pará (PA),
jf5qkxbednnnm14585jf5qkxbot6qw6z,Masculino,,São Paulo (SP),Engenheiro de Machine Learning/ML Engineer/AI Engineer
jfj8yxmtfytxro0jfj8yhrmmc0a7dift,Masculino,,Distrito Federal (DF),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jfmqayaff1zxm2zqhejfmqayoumd2z7b,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
jfnvcz5tnpp0ijfnr32r9dmg5123zqm4,Feminino,,São Paulo (SP),Outra Opção
jgce7zdn7fierlrilk0qhajgce7zdnlf,Masculino,,São Paulo (SP),
jh4yowiotmn6jujh4yowi11a7dsrj4lf,Masculino,,,
jh9z2deroc3w0ig7jh9stfezr9lq2q89,Feminino,0.0,São Paulo (SP),Analista de BI/BI Analyst
jhxqro4ekdqt1kavjhxqrp6rbrbrue4q,Masculino,,Minas Gerais (MG),Analista de BI/BI Analyst
jhybxwoq1c8fhmjhybb0ht6br6gcwqu5,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
jhzfjjmymn2poc5zstcxrjhzfjztb1e0,Feminino,0.0,Paraíba (PB),Analista de Inteligência de Mercado/Market Intelligence
ji2khm6okpqln1r2aji2khbu66yvzqgn,Masculino,,Rio de Janeiro (RJ),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jiaxaca1x3go4pmc1pozjiaxa7j7v8vp,Masculino,0.0,Paraná (PR),Analista de Dados/Data Analyst
jibrhcj85uy71e80rdjibrhc13f4gogp,Masculino,,Distrito Federal (DF),Analista de Dados/Data Analyst
jihk28abcy9vchg9jihk289wjga15drf,Feminino,0.0,Distrito Federal (DF),Analista de BI/BI Analyst
jihl1hp0w2w8tkkqgjihl1hpaonj15ju,Masculino,,Ceará (CE),
jj2y7b9ks9b5tz9214qml7jj2y7b9j6y,Masculino,,São Paulo (SP),Outra Opção
jjbsnft3u59c84jjbsnu56ebbc7ao6lx,Masculino,,Pernambuco (PE),
jjhyt8iy0s5h9wjjhbpbd83wiihum88l,Feminino,0.0,São Paulo (SP),Outra Opção
jjjq24m51b1wr1u2ejlxcjjjq249ixam,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
jjn5uxmw8hdjrgtjjn50uwmmy8no7b9r,Masculino,,Santa Catarina (SC),
jk6d3jpxf063303jk6dicedkryaq5l1j,Masculino,,Pará (PA),Outra Opção
jkl2ro149cd1msibljkl2rpfeueyrosw,Masculino,,São Paulo (SP),
jkufdp86i24oooexfjkufdnkkr4m8vgi,Masculino,,São Paulo (SP),
jkyo87ce5xzlaszfjkyo87o08a37tk7a,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
jlhapeucdvcd2ycc8ai8yjlhapeurdrw,Masculino,,Goiás (GO),Analista de Dados/Data Analyst
jlmy3qhn5p2bxgx0594jlmy3qhdci0nz,Feminino,1.0,Pernambuco (PE),Analista de Dados/Data Analyst
jlovriens0rki7rblj5jlovrnbxgf9if,Masculino,,Santa Catarina (SC),Analytics Engineer
jlqwbdswyfrowstrgrkjlqwbds5etu40,Feminino,0.0,Santa Catarina (SC),
jm6syzqnxajm3pn0t6jm6syzq80gdt47,Masculino,,Paraná (PR),Cientista de Dados/Data Scientist
jmdvpj29v3p7fpvjmdvtsep6z7alu0np,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
jmy0zunhr5wwfr3jmy0t6e41xvmi5tln,Masculino,,Rio de Janeiro (RJ),Cientista de Dados/Data Scientist
jo807b52cehzi4jo80oygsu29m64a6v3,Masculino,,São Paulo (SP),
jo95q4qeo5psdfdyncpfojo95q00pipx,Masculino,,Santa Catarina (SC),Outras Engenharias (não inclui dev)
jogg6uf5q23r0u1knpj47jogg6ufw2le,Feminino,,São Paulo (SP),
jolsej790aavpr3djumjolspwvapzhvr,Masculino,,Rio Grande do Sul (RS),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
jp08kqulz0003j42f3a3jp08kqu4bz9a,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jp9w3gna74payprgycajp9w3of2gip2s,Masculino,,Rio de Janeiro (RJ),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jpdw5fy3647njpdw5fd1y03ayo4gfg98,Masculino,,Paraná (PR),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jpfuhcznqhxolksojpfutzklgqf1onhb,Masculino,,,
jpgdomr9iebvj66o1o1m6zaxjpgdomri,Feminino,1.0,São Paulo (SP),Analista de Dados/Data Analyst
jpzu67nxn0q9k4mdca942ljpzu67n2mg,Feminino,,Rio de Janeiro (RJ),
jqj4bdu5sgjjw6svllslejqj4bduhabj,Masculino,,Paraná (PR),Engenheiro de Machine Learning/ML Engineer/AI Engineer
jr21u74eme1efnfg4jr21u7eizvvcdf4,Masculino,,São Paulo (SP),
jr7towh0lfqh0eqrvjr7vlvhguaas3b8,Masculino,,Minas Gerais (MG),Analista de BI/BI Analyst
jr7z9at8v99hd99lusm8twjr7z9a0v6s,Masculino,,Rio Grande do Sul (RS),Analista de Dados/Data Analyst
jr87hbe1h8vj0hk2wvjr87herdz5x1pt,Masculino,,Minas Gerais (MG),Cientista de Dados/Data Scientist
jrslh8n7mcoyu3ydb1pijrsig8av320p,Masculino,1.0,Goiás (GO),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jsgzoazz0gkej0paz4z7jsgzoacv950k,Masculino,,São Paulo (SP),
jswkymec98n3z2hr8r497mjswkygkz8d,Masculino,,Pernambuco (PE),Outra Opção
jsxedj034l3nvqy16hvjsxedpvioisdn,Masculino,,São Paulo (SP),
jt0vlh69z8j702dssg0jt0vlmnfecf5h,Masculino,,Minas Gerais (MG),Cientista de Dados/Data Scientist
jt8vkuh7ki7wg8qb5prwjt8vku0vmn5x,Masculino,,Bahia (BA),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jtdjuqql267h4vxlzzxjtdjuglo33ldm,Feminino,1.0,Minas Gerais (MG),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jtif9lkxo1z79xwijbbv3g74dezo9qbb,Masculino,,Santa Catarina (SC),Analytics Engineer
jtotgbp6u9rs0eu6jtotbcfyd2mfcjut,Masculino,,Minas Gerais (MG),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
jtxz6u80fg4asw9zvmoxjtxz6u80nrne,Masculino,,Rio de Janeiro (RJ),Cientista de Dados/Data Scientist
jukw0u6aye00wo0ihckmqbhjukw0uzas,Masculino,,Pará (PA),Analista de Dados/Data Analyst
junm2jw1sxpc0tbdezmjunm2jiykjaf4,Masculino,,São Paulo (SP),
jur2syye9jki2sw96zomtjur2sxjlme5,Feminino,,São Paulo (SP),Analista de Dados/Data Analyst
jv4636jg9tqnar0ojv4636fs9wrvkfr8,Masculino,,Rio Grande do Sul (RS),Analista de Negócios/Business Analyst
jvg2gn1e1qqyklyikjvg2gnuxm6zhxs3,Masculino,,Paraná (PR),Cientista de Dados/Data Scientist
jviyppv2qcae8w9hvm1vjviya2e3lav1,Masculino,0.0,Paraná (PR),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jvjpk4mhhifivvxuvjugiwjvjpk4mv1b,Feminino,0.0,Paraná (PR),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jvmk22k0uhmncnqy3jvmk22c5xx09293,Masculino,,Bahia (BA),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jvugph94ewawmlo0v6gfjvugtccqyc2l,Feminino,,São Paulo (SP),Outra Opção
jvvibx6n1bzxl8qhjvvibxbprlsthgsh,Feminino,0.0,Santa Catarina (SC),Cientista de Dados/Data Scientist
jwe8l8a4vx8qgjwehfec8q831lhwpr1a,Masculino,,São Paulo (SP),Analytics Engineer
jwn098gq5t3ezc1tjwn05nh1kufhcwtl,Feminino,1.0,Espírito Santo (ES),
jwu1nwkxzst1es8zzor1fjwu1nww9g4g,Masculino,,Rio Grande do Norte (RN),Cientista de Dados/Data Scientist
jx42ccd8p1txronf9kxjx42cmjpec5mu,Masculino,0.0,Pernambuco (PE),
jx6tgqcq68qtduahajx6tgiydinuzasz,Feminino,,Minas Gerais (MG),Analista de Dados/Data Analyst
jx9aduekv1av9sy6jx9aduih0dsu4xbi,Feminino,1.0,Alagoas (AL),Analista de Suporte/Analista Técnico
jxig6sj4vectpozqykkhjxig6sj9lzym,Masculino,,São Paulo (SP),
jxjkbc5w6nrg73jxjkqd6fds3y7bxh00,Feminino,0.0,São Paulo (SP),Cientista de Dados/Data Scientist
jxu2jr8ucgnwpcl2stjxu2jra6pv02jo,Feminino,0.0,Rio Grande do Sul (RS),Analista de BI/BI Analyst
jy0nn12e2tzcd7zo3xjy0nn123wbb9br,Feminino,,Goiás (GO),Cientista de Dados/Data Scientist
jy1aomkvq8gwx228350tuzjy1aomk0ak,Masculino,,São Paulo (SP),
jyfyyv5k7vtf7i6jyfyyft0r9ho81htn,Masculino,,Tocantins (TO),Analista de BI/BI Analyst
jyjzlhhrcvtoqv1nadnyipjyjzl0hoev,Masculino,,São Paulo (SP),Analytics Engineer
jyl0zicx408sciaanl6jyl0za1rs72uc,Masculino,,São Paulo (SP),Analista de Suporte/Analista Técnico
jyn96q4qwoy47mfufunjyn9rbqxd3iws,Feminino,1.0,Rio Grande do Sul (RS),Cientista de Dados/Data Scientist
jyojb9y83kxi6rjyojbthmzgc7260o1f,Masculino,,Santa Catarina (SC),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
jz23f3k4ueb3l4p4jz26qz2n3o4in5v8,Masculino,,Pernambuco (PE),Analista de BI/BI Analyst
jz7vsyepg0g25b1e4e0syuj7o1jz7vsy,Masculino,,Ceará (CE),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
jz8pl6qwym61ietsjz8pblxpcdezpevx,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
jzsq005n1rwjg5vno4ngjzsq00nh1j4a,Feminino,0.0,Ceará (CE),Analista de Dados/Data Analyst
jzxxubeilvhy0nnwjzxxw5kmb8unn8vq,Masculino,,São Paulo (SP),
k0b2lr1r4rgmjkmkt8mqk0b2lriy1mo8,Masculino,,Bahia (BA),Analista de BI/BI Analyst
k0f5a58ji94i1nk0f5ao13xkfy7x34h8,Feminino,0.0,Minas Gerais (MG),
k0oaqdbh8d0bxkyurhqk0oaqdbue4vhv,Masculino,,Paraná (PR),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
k0yrmkyttn7zila7mpt9kk0yrmkl2fu9,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
k190fyyrju7g126syk190fvzro8xm5x4,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
k1o4snsu9iduiyl1k1o4ssztkt3u7em6,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
k1qr9twjvdx7800txsk1qrhzmq35a5n9,Feminino,0.0,Rio Grande do Sul (RS),Analista de Dados/Data Analyst
k1sp7rrb5zwb2td2xm0fk1sp3ann88d9,Masculino,0.0,São Paulo (SP),Analytics Engineer
k239hkdxh63k4rk23d8qitj63pjn50jr,Masculino,,São Paulo (SP),
k23y5sxb14e44k4k23y5l9l2w98zzt61,Masculino,,Espírito Santo (ES),
k24153ngtrp4tjq3tk245ie5vz9m7mrt,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
k28oj419gjycmrfy1k28ojme0czrwoym,Masculino,,,Analista de Dados/Data Analyst
k2ebgqff512i3x843ohlk2ebgq7anjzh,Masculino,,São Paulo (SP),
k2g6c1x3sharreebtk2g691n2oqeu2k3,Masculino,,Minas Gerais (MG),Cientista de Dados/Data Scientist
k2rrilo87wsgsfjk2rrce42tgmz20wih,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
k2tozxcrnkngex8pvk2tozxohcov9gcq,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
k3fjyhxpzjfndqfn6mns3k3fjyeolput,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
k3tlbv69x9tlu0rzibxdek3tlbv2kg2g,Feminino,1.0,Distrito Federal (DF),Cientista de Dados/Data Scientist
k4dyuy18tbrpqck4dy67cbhor8sgzp67,Masculino,0.0,São Paulo (SP),Analista de BI/BI Analyst
k4hqgc8ohdudfvg5pk4hqg1bjmk3sf4q,Masculino,,Santa Catarina (SC),Analista de Dados/Data Analyst
k4p0mysj5848fplk4p7ncc18d1w13qcq,Masculino,,Piauí (PI),
k4yr124ty7gmh3ck4yr18dmbflmba6ua,Masculino,,Minas Gerais (MG),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
k506tg7hc08sf2ggk506hzu8jjnf2qe5,Masculino,,Minas Gerais (MG),
k52udhrbzuvf9e1sk52udof3bzx9ki29,Masculino,,Rio de Janeiro (RJ),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
k5etg1bn6v3w7p1oayk5etg18nfd5lpr,Feminino,1.0,Santa Catarina (SC),
k5g03drtvdxtin6feq72byk5g0343zi5,Masculino,0.0,Minas Gerais (MG),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
k61lu2vpnuypvrv8ntek61lu2my9qotm,Feminino,,Maranhão (MA),Analista de Dados/Data Analyst
k68j5lqv15pj8u2w2dbr2vk68j5erzcs,Masculino,,São Paulo (SP),Outra Opção
k6cit2pnqak771zvs8jgk6cit2i4gjnd,Feminino,,São Paulo (SP),
k6ull1lbp2eigdpg9bk6ull1m5shnljy,Masculino,1.0,Minas Gerais (MG),Analista de BI/BI Analyst
k6xzekyhjwttk6xzadn8nwfp8543yfdw,Feminino,1.0,Distrito Federal (DF),Analista de Negócios/Business Analyst
k7m0bn9tq90m50nz39nk7m0bnskacr95,Feminino,,São Paulo (SP),
k83ivd1pqlxpzk83ip9pl2z3vcqm6kp9,Masculino,,Santa Catarina (SC),
k8g70i5n3xx1zm11qmsdfz4uoiixe411,Masculino,,São Paulo (SP),
k92dr4dr1mayfjxvk92dr4ifts9di763,Masculino,,Minas Gerais (MG),Cientista de Dados/Data Scientist
k9wdvxt372j8kgmmk9wdvxirc522npsy,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
k9y77l2pnn4j69umk9gqjzhnhvt1gzwp,Masculino,,São Paulo (SP),
kag35150dfkdkea0kkag3wqhxgesexfi,Masculino,,,Analytics Engineer
kal46r7cdepofb0a41lkal46up6i8dnw,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
kb79282l0jk6lu9fkb792knxxd7dhwo3,Masculino,,Pernambuco (PE),Analista de BI/BI Analyst
